school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,part_time_job
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,no
MS,F,22,U,LE3,A,2,4,health,health,reputation,other,3,3,0,no,no,yes,no,yes,yes,no,yes,3,5,1,1,2,1,17,14,13,13,yes
MS,F,18,U,LE3,A,1,2,health,other,home,other,2,1,2,yes,no,no,yes,yes,no,yes,yes,1,1,5,5,3,1,10,18,14,15,yes
GP,F,22,U,GT3,A,0,0,health,other,course,father,3,1,0,no,no,yes,no,no,yes,no,no,4,1,2,2,5,4,19,13,14,18,no
GP,F,15,R,GT3,A,3,4,at_home,health,course,father,4,2,0,no,yes,yes,no,yes,no,no,yes,3,1,1,1,1,1,22,13,10,13,no
MS,F,21,U,GT3,T,0,4,at_home,teacher,course,other,2,2,0,no,yes,no,no,yes,no,yes,no,5,5,2,2,4,3,26,8,7,9,yes
MS,M,16,U,GT3,T,2,0,other,health,home,father,3,1,2,no,no,yes,no,no,yes,no,yes,3,3,5,5,3,2,0,0,3,14,yes
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,no
MS,M,16,R,GT3,T,4,2,other,other,course,other,2,1,0,yes,no,yes,no,yes,yes,yes,yes,4,5,2,4,1,2,28,19,20,20,no
MS,F,19,R,LE3,A,4,4,services,health,other,father,2,1,0,yes,yes,yes,no,yes,yes,no,yes,3,3,5,2,5,1,15,10,12,11,no
GP,M,17,R,GT3,T,4,4,services,other,other,father,1,1,0,yes,no,yes,yes,yes,yes,yes,no,4,4,3,5,4,2,16,11,14,12,yes
GP,M,17,U,GT3,A,0,2,teacher,services,course,other,3,4,2,yes,yes,no,no,no,yes,no,yes,4,4,1,1,1,3,10,15,16,17,yes
GP,F,17,U,GT3,A,2,2,other,teacher,course,mother,3,3,0,no,yes,no,no,no,yes,no,no,3,1,2,2,4,2,23,10,11,9,no
GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,2,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,5,14,6,9,8,no
MS,F,20,U,GT3,A,0,4,teacher,teacher,course,other,2,2,0,yes,no,no,yes,no,no,yes,yes,2,3,4,2,2,5,14,11,7,10,yes
GP,M,16,U,LE3,A,1,0,at_home,health,home,mother,3,4,0,yes,no,no,yes,no,yes,yes,no,3,5,2,2,1,2,15,5,3,0,yes
GP,M,22,R,LE3,T,2,4,teacher,at_home,reputation,other,2,3,0,no,no,yes,yes,yes,yes,yes,no,3,3,1,4,3,3,12,10,6,3,yes
MS,F,16,U,LE3,T,3,0,health,other,other,mother,1,1,3,yes,no,yes,yes,no,no,yes,no,4,1,1,4,5,4,0,9,6,17,no
MS,F,18,R,GT3,A,4,4,teacher,health,home,other,3,3,0,no,yes,no,no,yes,yes,no,no,2,2,4,3,3,1,9,14,14,16,yes
GP,F,22,R,LE3,A,3,0,other,health,other,father,2,4,0,yes,yes,no,yes,no,no,yes,yes,1,2,3,2,5,2,6,16,20,17,no
GP,F,16,U,GT3,T,0,2,at_home,health,other,other,1,4,0,no,no,no,yes,no,no,yes,no,5,5,4,3,1,2,7,11,8,7,no
GP,M,22,R,GT3,T,0,2,teacher,health,reputation,father,4,2,0,yes,no,no,yes,yes,no,no,yes,1,2,4,5,1,4,8,19,20,19,no
MS,M,16,U,LE3,A,1,1,services,at_home,other,other,2,3,0,yes,yes,yes,no,yes,yes,no,yes,2,1,5,4,1,2,26,12,15,18,yes
GP,M,20,R,LE3,T,2,2,at_home,services,reputation,father,2,1,0,yes,yes,yes,yes,no,no,no,no,3,3,4,4,5,5,24,4,1,4,yes
GP,F,22,R,GT3,T,3,1,health,services,reputation,mother,1,4,0,yes,yes,no,no,no,yes,no,yes,1,1,5,3,2,5,11,17,20,20,yes
MS,M,20,R,GT3,A,4,1,other,health,course,mother,1,4,1,no,yes,yes,no,no,yes,yes,yes,4,5,4,4,2,3,29,13,17,13,yes
MS,F,19,R,GT3,A,0,3,at_home,health,course,other,4,4,0,no,no,yes,yes,yes,no,yes,no,1,3,3,4,3,1,22,6,10,14,yes
GP,F,18,R,GT3,A,3,0,other,other,other,other,4,3,0,yes,yes,no,no,no,yes,no,yes,1,3,3,2,5,3,2,12,14,13,yes
MS,F,15,R,GT3,T,1,0,services,teacher,course,other,3,3,0,yes,yes,no,no,no,no,yes,no,3,5,3,1,5,4,26,10,9,12,no
GP,M,18,R,GT3,T,1,3,teacher,health,home,mother,3,4,3,no,no,no,yes,yes,no,yes,yes,5,3,2,1,1,1,8,13,12,17,no
GP,F,18,U,LE3,T,2,1,services,at_home,home,mother,3,2,0,yes,no,yes,no,no,yes,no,yes,3,4,1,1,3,4,19,6,6,2,yes
GP,F,15,U,LE3,A,3,4,teacher,health,course,father,2,2,1,no,no,yes,no,yes,no,yes,no,5,5,5,2,1,2,3,16,14,12,yes
GP,M,22,R,LE3,A,1,4,at_home,health,reputation,father,1,4,3,no,no,no,no,yes,yes,no,no,1,1,4,3,2,1,21,14,13,9,no
GP,M,18,R,GT3,A,0,1,teacher,teacher,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,yes,no,2,2,4,2,4,2,1,16,18,20,no
MS,M,17,U,LE3,T,4,3,services,health,home,other,3,4,1,no,no,no,yes,no,no,yes,no,4,5,5,2,4,5,24,18,19,15,yes
GP,M,21,R,LE3,A,4,0,at_home,teacher,reputation,other,4,3,2,no,yes,no,yes,no,yes,no,no,2,1,1,3,1,1,2,10,4,4,no
MS,M,15,R,LE3,A,0,4,at_home,teacher,reputation,father,3,4,1,yes,no,yes,no,yes,yes,no,no,5,3,4,2,5,3,27,12,16,12,no
MS,M,22,R,GT3,T,2,1,teacher,at_home,home,other,4,3,0,yes,yes,no,no,no,no,no,yes,5,5,2,4,5,5,2,15,17,19,no
MS,M,18,U,GT3,A,0,4,services,teacher,reputation,mother,3,4,2,yes,yes,no,no,no,yes,yes,no,1,3,1,1,5,3,19,4,5,8,yes
MS,F,16,R,GT3,T,2,4,other,at_home,course,mother,4,4,0,yes,no,yes,yes,yes,yes,yes,no,2,2,5,3,3,1,1,10,7,6,no
MS,F,16,R,GT3,A,4,2,teacher,teacher,reputation,other,1,1,0,yes,yes,yes,no,no,no,no,no,5,1,5,1,2,3,27,10,10,10,yes
MS,F,19,U,LE3,A,4,3,teacher,at_home,other,other,3,4,1,no,no,no,no,yes,yes,no,yes,4,3,3,4,3,2,0,8,12,8,yes
MS,M,16,U,GT3,T,4,0,services,at_home,other,father,2,1,0,yes,yes,no,yes,no,yes,yes,no,4,2,5,2,3,5,29,5,7,6,no
GP,F,20,U,GT3,A,0,4,teacher,health,home,father,1,3,0,no,yes,yes,yes,no,yes,yes,yes,4,4,3,1,1,4,9,16,20,18,no
GP,F,18,R,GT3,A,0,1,other,teacher,reputation,mother,4,4,0,yes,yes,yes,no,no,no,yes,no,1,1,5,1,5,3,18,12,9,11,no
GP,M,21,U,GT3,T,4,4,services,teacher,other,mother,4,3,0,no,no,no,no,no,no,yes,no,3,4,1,1,1,2,13,18,16,18,yes
MS,F,18,R,GT3,A,4,4,at_home,health,course,mother,2,2,0,no,no,no,no,no,no,yes,yes,2,1,3,3,4,2,11,4,5,20,no
GP,M,19,U,GT3,A,0,3,health,health,home,other,4,4,0,no,no,yes,yes,yes,no,yes,no,5,2,5,2,5,5,1,11,15,12,yes
GP,M,18,U,LE3,T,0,4,at_home,health,home,other,1,3,0,no,yes,no,yes,no,no,yes,no,1,5,1,1,4,5,24,11,11,13,no
GP,M,18,U,LE3,A,0,3,teacher,at_home,home,father,4,1,0,no,yes,no,no,no,yes,no,yes,5,3,1,4,4,1,28,17,20,20,no
MS,F,22,U,LE3,T,3,0,at_home,services,home,other,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,5,2,4,5,5,5,11,14,10,yes
GP,M,20,R,LE3,A,2,3,at_home,teacher,other,father,4,4,2,no,no,no,no,no,no,no,yes,4,5,1,2,4,4,17,10,20,3,yes
MS,M,18,U,GT3,A,0,4,health,health,course,other,3,2,0,no,yes,no,no,no,yes,yes,yes,5,3,2,5,4,4,12,17,13,12,no
MS,M,18,U,GT3,T,2,2,health,other,other,other,4,2,1,no,no,no,no,yes,yes,yes,no,2,4,5,5,2,3,27,7,11,13,no
MS,F,20,U,LE3,T,1,2,services,teacher,home,mother,2,4,1,no,no,no,no,no,no,yes,yes,2,1,1,5,1,1,4,15,15,16,yes
MS,M,19,R,GT3,A,4,1,other,services,course,other,3,2,0,no,yes,yes,yes,yes,yes,yes,no,1,1,4,3,5,4,3,16,19,20,yes
MS,M,17,U,LE3,A,4,0,services,at_home,other,other,3,3,0,yes,no,yes,no,yes,yes,yes,no,2,3,2,3,1,4,26,19,18,18,yes
GP,M,20,U,LE3,A,2,0,at_home,other,home,other,3,4,0,yes,yes,yes,no,no,yes,yes,yes,2,2,2,2,2,5,23,8,5,1,yes
MS,M,16,R,LE3,A,1,4,at_home,health,other,mother,1,1,1,no,no,no,no,no,yes,no,yes,3,5,3,1,4,1,7,0,4,14,yes
GP,F,22,U,GT3,T,1,1,health,services,reputation,father,1,3,1,no,no,yes,no,yes,no,yes,yes,1,5,5,4,5,2,25,19,19,20,no
MS,M,19,R,LE3,A,4,2,services,services,home,mother,2,1,0,yes,yes,no,yes,no,yes,no,no,1,5,4,3,1,2,7,12,14,18,no
GP,M,16,R,GT3,T,4,1,services,teacher,course,other,1,4,1,yes,no,yes,no,no,yes,yes,yes,3,2,3,3,5,2,8,12,7,16,yes
GP,M,18,U,LE3,A,0,4,at_home,at_home,course,other,2,2,3,yes,no,yes,no,no,no,no,no,1,2,3,1,1,2,20,19,3,16,no
GP,F,21,R,GT3,A,4,1,at_home,teacher,course,mother,1,3,0,no,no,no,no,yes,no,yes,no,3,2,1,1,3,4,27,11,11,12,yes
MS,M,22,U,GT3,A,0,1,other,at_home,reputation,father,4,1,0,no,no,yes,no,no,yes,no,no,5,5,5,1,1,1,4,15,19,16,yes
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,no
MS,M,16,U,LE3,T,1,1,services,services,reputation,father,1,4,3,no,yes,no,yes,yes,yes,yes,no,2,1,1,3,3,2,19,18,9,16,no
GP,F,15,U,GT3,T,4,2,health,at_home,reputation,father,4,3,2,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,3,2,2,5,8,9,yes
GP,M,16,U,LE3,A,2,0,other,other,other,mother,3,1,0,yes,yes,no,yes,yes,yes,yes,no,1,5,2,2,5,4,27,4,3,7,yes
MS,M,17,R,GT3,A,4,2,other,services,other,father,3,4,3,no,no,no,yes,no,no,yes,yes,5,3,5,4,3,2,15,12,0,4,no
MS,F,22,R,GT3,A,1,3,at_home,services,other,mother,2,4,1,no,yes,no,no,no,no,yes,yes,2,2,5,1,2,4,10,15,15,13,no
GP,F,22,R,GT3,A,2,3,services,teacher,other,father,3,2,0,yes,yes,yes,no,no,yes,no,no,3,2,2,1,1,1,19,7,8,4,yes
GP,M,20,R,LE3,T,2,0,health,services,reputation,father,1,3,0,yes,no,no,yes,no,yes,yes,yes,4,2,1,5,2,5,20,16,10,8,no
GP,M,15,R,GT3,T,4,4,health,at_home,home,father,1,4,1,yes,no,yes,no,no,yes,no,yes,1,1,2,3,4,2,28,17,16,12,yes
GP,F,20,U,LE3,A,2,0,other,other,course,other,3,2,3,no,no,yes,no,no,no,yes,yes,2,4,1,1,4,3,6,17,2,5,yes
MS,M,21,U,GT3,A,1,1,services,at_home,other,other,2,1,0,yes,yes,no,no,no,no,no,yes,5,5,4,2,1,5,6,10,12,8,yes
GP,F,22,U,GT3,A,1,1,other,other,course,mother,2,2,0,yes,yes,no,yes,no,yes,no,no,5,1,3,4,5,1,23,11,9,12,yes
GP,M,16,U,GT3,T,1,2,at_home,teacher,reputation,mother,4,4,0,yes,no,no,yes,yes,yes,yes,no,4,3,2,2,1,3,20,10,9,6,yes
GP,M,21,U,GT3,T,1,0,teacher,teacher,reputation,father,2,3,1,yes,no,yes,yes,no,yes,yes,yes,4,5,1,3,4,1,2,8,7,10,no
MS,F,16,R,GT3,T,1,0,services,at_home,course,mother,2,4,0,no,no,yes,yes,yes,yes,no,yes,5,4,3,5,4,3,29,18,20,20,yes
GP,F,21,R,GT3,T,3,0,health,other,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,4,1,5,4,2,1,17,11,12,15,yes
MS,F,22,U,GT3,T,0,4,teacher,health,home,father,3,1,0,no,no,yes,yes,no,yes,no,yes,1,5,2,4,1,5,22,15,13,9,yes
MS,M,20,R,GT3,T,1,2,other,at_home,other,other,3,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,1,1,4,1,24,7,11,10,no
MS,F,15,R,LE3,T,3,2,at_home,other,course,other,2,3,0,no,no,no,yes,yes,yes,yes,no,4,2,1,2,1,2,4,4,5,9,no
MS,M,16,R,LE3,T,0,1,other,services,course,other,2,2,0,no,yes,yes,no,yes,yes,no,no,4,2,4,4,4,4,23,9,8,4,yes
MS,F,22,U,LE3,A,4,1,health,at_home,other,other,3,4,1,no,yes,no,no,no,yes,no,no,2,4,5,1,1,4,16,12,14,11,no
MS,F,15,U,GT3,A,2,1,teacher,at_home,course,other,4,2,0,no,no,yes,yes,yes,yes,no,no,2,1,5,1,2,5,22,8,11,12,no
GP,M,19,U,LE3,T,4,4,at_home,teacher,other,other,1,4,2,no,yes,yes,no,yes,no,no,no,4,1,3,3,3,1,12,13,6,1,no
MS,M,15,R,GT3,A,0,2,teacher,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,4,4,3,3,4,26,8,10,12,no
GP,F,22,U,GT3,A,3,4,other,health,reputation,other,3,4,0,yes,no,no,yes,yes,no,no,no,3,2,4,4,3,2,23,16,14,13,no
GP,M,19,R,GT3,A,0,2,other,at_home,other,mother,2,4,0,yes,yes,yes,yes,no,no,yes,no,2,1,4,3,5,1,19,13,16,14,yes
MS,M,20,R,LE3,T,4,2,teacher,health,course,mother,2,3,2,no,no,yes,yes,yes,yes,no,yes,2,2,3,4,5,1,22,16,13,9,yes
MS,M,20,R,GT3,A,4,2,services,teacher,course,other,3,4,0,yes,no,no,yes,no,yes,no,no,1,4,3,5,1,3,16,16,14,8,yes
GP,M,19,R,LE3,T,1,3,health,health,reputation,father,2,4,0,no,yes,yes,no,no,no,yes,no,4,3,5,4,2,2,15,11,13,15,no
GP,M,19,U,LE3,A,2,4,services,teacher,other,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,5,2,1,1,5,4,13,7,9,12,yes
GP,F,17,U,GT3,A,0,4,at_home,services,other,other,2,4,3,no,no,yes,no,no,no,yes,yes,2,2,2,3,5,1,27,8,7,7,yes
MS,M,18,U,GT3,T,4,0,at_home,services,course,other,2,3,1,yes,no,no,yes,no,yes,no,yes,3,5,3,1,2,2,0,13,0,17,yes
MS,M,18,R,LE3,T,3,2,other,other,course,mother,3,2,0,no,yes,no,yes,no,yes,no,no,3,3,5,2,5,5,6,5,8,4,no
GP,F,20,R,GT3,T,1,0,teacher,teacher,home,father,3,1,1,yes,yes,yes,no,no,yes,no,no,4,3,1,3,5,2,28,15,16,15,yes
MS,M,16,R,LE3,T,3,0,teacher,health,course,mother,3,1,0,yes,no,no,yes,yes,no,yes,yes,2,3,1,5,1,2,29,16,13,15,yes
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,7,4,0,no
GP,F,16,R,LE3,T,2,4,services,teacher,other,father,3,3,0,yes,no,yes,no,yes,no,no,yes,2,1,5,5,3,5,12,4,1,1,yes
MS,M,15,U,GT3,A,3,1,health,teacher,course,mother,3,4,0,no,no,no,yes,no,yes,yes,no,3,1,1,1,1,2,22,18,17,19,yes
GP,M,16,U,GT3,T,2,0,teacher,health,course,father,3,3,0,yes,no,yes,yes,no,yes,no,no,1,4,5,1,4,5,17,10,4,20,yes
GP,F,17,R,GT3,A,0,3,health,at_home,home,other,2,1,0,no,yes,no,yes,yes,no,yes,no,2,2,5,1,5,4,15,8,12,13,no
MS,M,17,U,GT3,A,4,1,other,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,no,no,1,4,4,5,4,4,28,14,11,11,no
MS,F,15,R,GT3,T,4,1,at_home,at_home,home,other,3,2,0,no,yes,yes,no,yes,no,yes,yes,1,5,2,1,2,2,9,12,10,8,yes
GP,M,17,R,GT3,T,0,4,other,teacher,home,other,1,1,0,no,yes,yes,no,no,no,no,yes,3,3,3,5,2,3,15,14,10,12,yes
MS,F,22,R,GT3,T,3,4,teacher,health,course,other,4,1,0,yes,yes,yes,yes,yes,yes,yes,yes,1,3,4,3,2,3,27,15,11,9,yes
MS,F,22,R,GT3,A,4,3,at_home,at_home,home,father,3,4,3,yes,no,no,yes,yes,yes,no,yes,5,1,1,3,4,2,8,14,17,1,no
GP,F,18,U,LE3,T,3,4,services,teacher,reputation,father,1,4,3,no,no,yes,no,no,no,no,no,5,2,1,5,3,1,17,19,7,4,yes
GP,M,16,R,GT3,T,2,4,at_home,services,home,mother,2,3,1,yes,no,no,no,no,yes,no,yes,2,5,1,3,1,1,0,15,16,6,no
MS,F,19,U,LE3,A,2,1,at_home,health,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,1,1,1,3,2,4,16,13,9,9,yes
GP,F,21,R,GT3,T,3,1,other,other,home,mother,1,3,0,no,yes,yes,no,no,yes,no,no,5,3,1,5,5,5,18,6,5,6,no
GP,F,19,R,GT3,T,0,0,health,other,home,other,3,2,1,no,no,no,yes,no,yes,yes,yes,4,3,2,2,5,5,9,12,9,6,yes
MS,M,16,U,GT3,T,0,2,other,at_home,reputation,father,2,1,1,no,no,no,yes,yes,yes,yes,yes,5,2,3,5,2,3,5,10,13,7,no
GP,M,16,R,LE3,A,3,1,health,services,other,other,4,1,1,yes,no,yes,yes,no,no,no,yes,3,1,5,3,3,4,12,17,17,18,yes
GP,F,22,U,LE3,A,0,4,services,health,course,father,1,3,2,yes,no,no,no,no,no,no,yes,5,3,4,3,5,1,17,14,11,11,yes
MS,M,19,U,GT3,A,2,4,services,health,other,mother,4,3,0,yes,yes,no,no,no,yes,no,no,4,3,3,4,1,3,13,19,20,20,no
MS,M,18,U,GT3,A,2,4,services,teacher,other,other,1,1,0,no,yes,no,yes,yes,yes,yes,no,2,5,5,2,2,4,5,7,11,13,no
MS,M,16,U,LE3,T,4,3,health,services,reputation,father,4,2,0,no,no,yes,yes,yes,no,yes,no,4,2,5,1,1,3,19,12,12,10,yes
GP,F,15,R,GT3,T,3,0,services,teacher,home,other,1,3,0,yes,yes,yes,yes,yes,yes,yes,yes,2,2,5,3,3,5,14,0,6,14,yes
MS,M,17,U,LE3,A,3,3,services,teacher,other,other,4,1,2,no,no,no,yes,yes,yes,no,yes,3,3,3,4,3,3,10,6,20,9,no
GP,M,22,R,LE3,A,4,1,services,health,reputation,other,4,2,3,no,no,yes,no,yes,no,yes,yes,5,2,1,1,2,2,20,4,17,20,no
GP,F,16,U,LE3,A,0,4,other,services,home,father,4,3,0,no,yes,yes,yes,yes,yes,no,no,1,2,2,3,3,1,11,14,12,10,no
MS,M,16,U,GT3,A,0,2,other,services,other,other,2,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,4,2,4,3,23,5,2,0,yes
MS,F,17,R,GT3,A,0,2,teacher,health,other,mother,4,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,3,4,1,3,13,6,7,10,no
MS,M,21,U,GT3,T,4,2,health,health,course,mother,1,4,1,yes,yes,yes,no,no,yes,no,no,2,2,1,2,5,3,11,16,7,11,yes
MS,F,19,U,LE3,T,1,0,other,teacher,course,mother,3,2,1,yes,no,yes,no,yes,yes,no,no,4,1,3,1,2,3,14,6,9,17,no
GP,F,19,U,LE3,T,4,0,at_home,at_home,home,other,2,1,0,yes,yes,no,yes,yes,no,no,no,1,1,5,2,3,4,28,4,8,5,yes
GP,M,15,R,LE3,T,0,3,services,health,reputation,mother,1,2,0,yes,no,no,yes,no,yes,no,yes,3,4,4,5,2,3,1,15,14,9,no
MS,F,21,U,LE3,T,2,3,at_home,teacher,other,mother,4,1,0,no,no,no,yes,no,yes,no,no,1,1,2,4,3,5,19,7,10,11,yes
GP,F,22,R,GT3,A,4,4,teacher,other,course,father,4,3,0,yes,yes,no,yes,yes,no,no,yes,2,4,3,1,3,2,11,16,19,15,no
MS,M,21,R,LE3,A,2,0,teacher,other,course,father,3,4,0,no,no,yes,yes,yes,no,yes,yes,3,1,3,2,5,4,14,18,20,20,yes
GP,F,21,R,GT3,A,4,0,teacher,other,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,3,4,5,5,3,3,26,10,11,14,no
MS,M,19,U,GT3,A,3,4,other,health,other,mother,3,3,1,yes,no,yes,yes,no,no,yes,no,5,3,5,4,1,3,23,4,1,0,yes
GP,F,22,R,LE3,A,2,1,teacher,at_home,course,father,2,2,0,yes,no,yes,yes,no,no,no,no,5,3,1,3,2,4,14,6,4,5,no
GP,F,17,R,GT3,A,3,2,at_home,at_home,other,mother,4,3,0,yes,yes,no,yes,yes,no,yes,yes,3,5,4,2,4,2,16,15,18,20,no
GP,F,22,U,LE3,T,4,0,services,services,other,other,1,3,0,yes,no,yes,yes,no,no,yes,yes,2,5,4,2,1,3,16,0,3,14,no
GP,M,22,R,LE3,T,4,3,other,health,home,mother,1,2,1,yes,yes,yes,yes,no,yes,yes,yes,2,4,4,1,4,4,9,19,17,20,yes
GP,M,18,R,LE3,A,1,0,health,teacher,course,father,4,2,2,no,yes,no,no,no,yes,yes,no,4,4,5,3,3,4,21,11,15,16,no
MS,F,17,U,GT3,T,4,4,services,at_home,course,other,4,1,0,no,yes,yes,yes,no,yes,yes,yes,1,1,2,3,3,3,4,8,10,10,no
MS,M,20,R,GT3,T,0,4,other,other,course,mother,1,4,0,yes,no,no,no,yes,yes,yes,yes,5,2,2,1,1,2,27,4,7,7,no
MS,F,15,U,GT3,T,1,0,other,services,reputation,mother,3,3,0,no,no,yes,yes,yes,yes,no,no,4,2,1,4,1,5,1,4,7,10,yes
GP,F,15,R,LE3,T,4,3,health,at_home,other,other,4,2,0,no,yes,no,no,yes,yes,yes,yes,2,2,5,2,5,3,4,11,14,12,yes
GP,M,18,U,GT3,T,2,0,health,at_home,reputation,mother,2,1,2,yes,yes,no,yes,no,yes,no,yes,2,2,4,3,2,5,19,12,15,4,no
MS,F,19,R,GT3,A,0,4,other,other,reputation,mother,3,4,0,yes,yes,no,yes,no,yes,yes,no,4,1,2,5,2,2,8,18,19,19,yes
GP,F,21,U,GT3,T,1,3,services,services,home,mother,3,2,0,no,no,no,no,no,no,no,no,2,5,5,1,2,1,5,18,1,6,no
MS,M,18,U,LE3,A,0,1,teacher,teacher,other,mother,2,2,0,no,no,yes,yes,yes,yes,no,yes,4,1,5,3,5,3,28,17,13,16,yes
MS,F,16,U,GT3,T,3,3,services,services,other,mother,4,2,0,yes,yes,no,no,no,no,yes,no,2,4,4,1,5,2,12,19,20,16,yes
MS,F,21,R,LE3,A,3,1,services,at_home,reputation,mother,2,4,1,yes,yes,no,no,yes,no,yes,no,4,5,1,1,2,1,21,14,17,17,no
GP,M,21,R,GT3,A,0,4,at_home,other,other,other,3,2,1,yes,no,yes,yes,yes,no,no,yes,5,1,2,5,5,2,24,14,16,18,no
MS,M,15,U,GT3,T,4,3,other,at_home,other,other,4,2,0,yes,yes,no,no,no,no,no,no,2,2,2,4,5,2,4,13,11,14,no
MS,F,19,U,LE3,A,0,3,at_home,teacher,home,mother,1,3,0,yes,no,no,yes,no,yes,no,yes,2,4,5,1,3,2,11,4,1,5,yes
GP,M,15,U,GT3,T,2,0,at_home,at_home,other,father,1,4,0,yes,yes,yes,no,yes,no,yes,no,4,2,1,5,2,4,22,6,7,8,yes
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,no
MS,M,18,U,GT3,T,2,4,other,other,other,mother,4,3,1,no,no,no,no,yes,no,yes,yes,2,4,4,1,3,1,20,6,5,7,yes
GP,F,21,R,LE3,T,3,0,services,other,home,other,3,4,2,yes,no,no,no,no,no,no,no,2,1,1,2,3,5,6,3,10,14,no
MS,F,21,U,GT3,T,4,2,health,teacher,other,father,4,4,0,no,yes,no,no,yes,no,no,yes,2,4,1,4,1,2,18,17,20,17,no
MS,F,15,U,GT3,T,1,2,at_home,health,home,mother,2,4,3,no,no,yes,no,no,no,no,yes,2,1,1,2,5,4,5,19,20,20,yes
GP,M,15,R,GT3,T,3,2,at_home,at_home,other,father,2,1,1,yes,no,no,no,yes,no,yes,no,5,1,1,3,1,2,16,16,17,18,no
GP,M,21,R,LE3,T,1,1,services,at_home,course,other,2,3,0,no,yes,no,no,yes,yes,yes,no,1,4,2,1,2,5,18,11,11,9,no
GP,M,16,U,LE3,T,3,1,teacher,teacher,reputation,father,2,4,0,yes,yes,no,no,no,yes,no,no,1,4,5,4,2,3,14,8,8,6,no
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,yes
GP,F,18,R,LE3,T,2,2,services,teacher,other,father,3,1,1,no,no,yes,no,no,no,yes,no,3,1,4,4,2,1,5,11,7,1,no
GP,F,16,R,LE3,T,1,4,services,at_home,other,father,2,3,0,no,no,yes,yes,yes,no,no,no,5,1,4,1,2,5,11,15,14,16,yes
MS,M,17,R,GT3,T,3,3,at_home,health,other,mother,4,4,1,no,no,no,yes,yes,no,yes,no,2,2,1,1,3,2,29,4,8,8,no
GP,F,16,U,LE3,A,4,4,services,health,home,other,1,4,0,no,no,yes,no,no,yes,no,yes,5,3,2,5,3,4,20,8,5,3,no
GP,F,22,U,GT3,T,1,4,other,other,home,mother,2,3,2,no,no,yes,yes,no,no,no,no,3,4,4,5,2,4,10,19,16,16,yes
GP,M,20,U,GT3,T,1,4,services,at_home,course,other,1,1,0,no,yes,yes,no,no,no,no,no,1,2,4,5,4,4,0,18,17,20,yes
MS,M,15,R,GT3,T,2,4,health,other,other,father,2,3,0,yes,no,no,yes,no,no,no,yes,3,5,2,1,1,3,18,7,11,15,no
GP,M,15,U,LE3,A,4,4,services,health,home,father,3,2,2,yes,yes,yes,no,yes,yes,yes,no,4,1,2,4,5,4,5,5,9,7,yes
MS,F,17,U,GT3,A,0,2,teacher,services,other,father,1,3,3,yes,yes,yes,no,yes,yes,yes,no,3,4,2,1,3,3,17,3,5,5,yes
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,8,7,8,yes
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,yes
GP,F,17,U,LE3,T,2,0,other,other,home,father,4,2,0,yes,yes,no,no,yes,no,no,yes,5,3,1,1,3,1,1,14,11,9,yes
GP,F,22,R,LE3,A,0,3,teacher,at_home,course,father,3,4,1,no,no,yes,no,yes,yes,yes,yes,1,2,3,3,1,3,4,12,17,20,yes
MS,M,18,R,LE3,T,0,4,other,health,reputation,other,3,1,2,yes,yes,yes,yes,yes,no,yes,yes,1,1,4,4,1,5,4,11,12,8,no
